Month,Posting Date,No Of Trans,Settlement Currency,Settlement Amount,Terminal Capability,Clearing Service,Payment Product,Fee Tier,Region,Fee %,Base,Fee Maximum,Comm. Amt,FPI,Acquirer BIN/ICA,Geographical Location,Fee No.,CardType,Region,Assessments,Service Charge,Total Fees
2/28/15,24/02/2015,3,USD,-750,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-12.01,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-4.74,1.82,-14.93
2/28/15,24/02/2015,7,USD,7277.61,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,131.01,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,31.56,4.25,166.82
2/28/15,25/02/2015,3,USD,-10018.88,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-197.38,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-43.25,1.82,-238.8
2/28/15,26/02/2015,14,USD,15894.55,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,313.14,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,68.83,8.51,390.47
2/28/15,26/02/2015,1,USD,610.8,"""eCommerce""",Clr Mastercard Int,Cl - MC Bus World,General/Prm,Foreign - MASTER,2,USD 0.0000,0,12.22,  Y97,4441,Inter-Regional - Foreign - MASTER,5236017099,Credit,Rest,4.04,0.61,16.86
2/28/15,26/02/2015,4,USD,-1977.44,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-38.95,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-8.47,2.43,-44.99
2/28/15,26/02/2015,10,USD,-2799.38,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-44.77,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-12.02,6.08,-50.72
2/28/15,27/02/2015,1,USD,1922.4,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,38.45,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,8.4,0.61,47.46
2/28/15,27/02/2015,18,USD,12278.97,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,196.46,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,79.31,10.94,286.7
2/28/15,27/02/2015,60,USD,58483.64,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,935.75,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,253.03,36.45,"1,225.23"
2/28/15,27/02/2015,1,USD,1465.47,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,23.44,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,6.42,0.61,30.47
2/28/15,1/2/15,2,USD,-579.02,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-10.43,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,-2.42,1.22,-11.63
2/28/15,1/2/15,11,USD,12639.62,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,227.52,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,54.75,6.68,288.95
2/28/15,1/2/15,9,USD,-3245.48,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-58.42,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-13.95,5.47,-66.9
2/28/15,1/2/15,1,USD,100,"""eCommerce""",Clr VISA Int.,Cl - Visa Inf Pv Con,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,1.97,  19B,424469,Inter-Regional - Foreign - REST,500028124,Credit,Rest,0.52,0.61,3.1
2/28/15,1/2/15,3,USD,1692.9,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,31.33,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,11.02,1.82,44.17
2/28/15,1/2/15,3,USD,3786.06,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,60.58,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,16.46,1.82,78.86
2/28/15,1/2/15,4,USD,-1866,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,-29.86,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,-11.94,2.43,-39.37
2/28/15,1/2/15,1,USD,897,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,17.77,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,5.88,0.61,24.26
2/28/15,2/2/15,1,USD,-189.78,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-3.04,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-1.13,0.61,-3.56
2/28/15,2/2/15,2,USD,1309,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,26.18,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,5.75,1.22,33.14
2/28/15,2/2/15,4,USD,-1348.66,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-24.27,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-5.75,2.43,-27.59
2/28/15,3/2/15,14,USD,14534.35,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,232.54,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,93.86,8.51,334.9
2/28/15,3/2/15,2,USD,510,"""eCommerce""",Clr Mastercard Int,Cl - MC Bus World,General/Prm,Foreign - MASTER,2,USD 0.0000,0,10.21,  Y97,4441,Inter-Regional - Foreign - MASTER,5236017099,Credit,Rest,3.39,1.22,14.81
2/28/15,4/2/15,4,USD,-1782.71,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-32.07,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-7.62,2.43,-37.26
2/28/15,5/2/15,17,USD,23594.06,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,377.53,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,152.3,10.33,540.16
2/28/15,5/2/15,2,USD,821.43,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,15.21,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,5.39,1.22,21.82
2/28/15,5/2/15,1,USD,-500,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-8.99,  ZS9,424469,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,-2.08,0.61,-10.46
2/28/15,6/2/15,6,USD,-9367,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-184.52,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-40.43,3.65,-221.3
2/28/15,6/2/15,10,USD,9827.59,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,157.28,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,63.49,6.08,226.85
2/28/15,6/2/15,1,USD,-500,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-9,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,-2.08,0.61,-10.47
2/28/15,6/2/15,1,USD,-300,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-5.9,  19B,424469,Inter-Regional - Foreign - REST,5776115699,Credit,Rest,-1.21,0.61,-6.5
2/28/15,8/2/15,4,USD,-2700,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-49.93,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-17.32,2.43,-64.82
2/28/15,8/2/15,1,USD,204,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,4.02,  18B,424469,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,0.97,0.61,5.6
2/28/15,9/2/15,2,USD,-290,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-5.71,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-1.17,1.22,-5.66
2/28/15,10/2/15,1,USD,350,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,6.93,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,2.35,0.61,9.89
2/28/15,10/2/15,1,USD,7185.12,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,114.96,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,31.16,0.61,146.73
2/28/15,17/02/2015,1,USD,953.75,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - MASTER,1.6,USD 0.0000,0,15.26,  E18,4441,Inter-Regional - Foreign - MASTER,9003923699,Credit,Rest,6.25,0.61,22.12
2/28/15,17/02/2015,1,USD,-250,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-5,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-1,0.61,-5.39
2/28/15,18/02/2015,3,USD,10079.62,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,201.6,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,43.68,1.82,247.1
2/28/15,18/02/2015,26,USD,23850.21,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,429.36,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,103.24,15.8,548.39
2/28/15,19/02/2015,12,USD,16354.3,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,322.18,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,70.82,7.29,400.29
2/28/15,19/02/2015,2,USD,-750,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-14.99,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-3.16,1.22,-16.93
2/28/15,22/02/2015,9,USD,-3509.8,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-56.17,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-15.09,5.47,-65.8
2/28/15,23/02/2015,23,USD,17384.42,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,312.91,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,75.27,13.97,402.16
2/28/15,23/02/2015,2,USD,-750,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-13.88,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-4.74,1.22,-17.41
2/28/15,23/02/2015,13,USD,8699.18,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,139.2,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,56.21,7.9,203.31
2/28/15,24/02/2015,4,USD,4908.65,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,98.17,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,21.32,2.43,121.92
2/28/15,24/02/2015,16,USD,15122.84,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,241.97,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,97.65,9.72,349.34
2/28/15,24/02/2015,2,USD,-750,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-13.5,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,-3.16,1.22,-15.44
2/28/15,25/02/2015,3,USD,3011.55,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,60.25,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,13.11,1.82,75.18
2/28/15,25/02/2015,19,USD,15882.28,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,285.87,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,68.78,11.54,366.19
2/28/15,26/02/2015,13,USD,17339.18,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,312.11,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,75.08,7.9,395.08
2/28/15,26/02/2015,2,USD,1586.26,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,31.73,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,10.33,1.22,43.27
2/28/15,27/02/2015,14,USD,-5294.9,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-84.71,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-22.82,8.51,-99.02
2/28/15,27/02/2015,9,USD,7575.88,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,136.38,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,32.85,5.47,174.7
2/28/15,27/02/2015,5,USD,5748.35,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,114.96,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,37.18,3.04,155.18
2/28/15,27/02/2015,29,USD,35718.61,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,642.99,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,154.57,17.62,815.18
2/28/15,1/2/15,85,USD,56720.42,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,907.55,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,245.4,51.64,"1,204.59"
2/28/15,1/2/15,2,USD,1200,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,23.65,  18B,424469,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,5.28,1.22,30.14
2/28/15,1/2/15,1,USD,1162.52,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,20.93,  ZS9,424469,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,5.11,0.61,26.65
2/28/15,2/2/15,25,USD,21317.21,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,383.75,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,92.28,15.19,491.22
2/28/15,2/2/15,2,USD,-950,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-18.71,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-4.02,1.22,-21.52
2/28/15,2/2/15,1,USD,-300,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,-4.8,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,-1.21,0.61,-5.4
2/28/15,2/2/15,6,USD,-1810.01,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-28.96,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-7.74,3.65,-33.06
2/28/15,2/2/15,1,USD,2100,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,38.86,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,13.64,0.61,53.11
2/28/15,2/2/15,8,USD,6707.61,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,120.73,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,29.1,4.86,154.69
2/28/15,2/2/15,1,USD,297.73,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - MASTER,1.6,USD 0.0000,0,4.77,  E18,4441,Inter-Regional - Foreign - MASTER,9003923699,Credit,Rest,2.02,0.61,7.39
2/28/15,3/2/15,1,USD,-197.75,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,-3.91,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,-1.18,0.61,-4.48
2/28/15,3/2/15,1,USD,3136.06,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,50.18,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,13.65,0.61,64.44
2/28/15,3/2/15,1,USD,3225.98,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,64.51,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,20.91,0.61,86.02
2/28/15,4/2/15,1,USD,-500,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-9,  ZS9,424469,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,-2.08,0.61,-10.47
2/28/15,4/2/15,44,USD,34020.7,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,544.36,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,147.22,26.73,718.31
2/28/15,5/2/15,16,USD,16973.37,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,271.57,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,109.59,9.72,390.88
2/28/15,5/2/15,14,USD,24466.78,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,481.96,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,105.9,8.51,596.37
2/28/15,5/2/15,2,USD,-583.28,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-10.79,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-3.67,1.22,-13.24
2/28/15,5/2/15,7,USD,-6812.8,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-122.61,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-29.38,4.25,-147.74
2/28/15,8/2/15,15,USD,11143.29,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,206.14,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,71.98,9.11,287.23
2/28/15,8/2/15,1,USD,1500,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,24,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,6.57,0.61,31.18
2/28/15,8/2/15,6,USD,-2557,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-40.92,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-16.4,3.65,-53.67
2/28/15,8/2/15,1,USD,-150,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-2.95,  19B,424469,Inter-Regional - Foreign - REST,5776115699,Credit,Rest,-0.56,0.61,-2.91
2/28/15,9/2/15,1,USD,-200,"""eCommerce""",Clr Mastercard Int,Cl - MC World Emb,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-3.7,  Y96,4441,Inter-Regional - Foreign - MASTER,5235018399,Credit,Rest,-1.19,0.61,-4.29
2/28/15,9/2/15,1,USD,-100,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-1.6,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-0.55,0.61,-1.54
2/28/15,10/2/15,1,USD,2988.01,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,55.28,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,19.37,0.61,75.26
2/28/15,10/2/15,1,USD,-250,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,-5,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,-1.52,0.61,-5.91
2/28/15,10/2/15,2,USD,1997,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,39.94,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,8.72,1.22,49.88
2/28/15,10/2/15,1,USD,1054,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - REST,2,USD 0.0000,0,21.08,  O66,424469,Inter-Regional - Foreign - REST,9332022899,Credit,Rest,4.64,0.61,26.33
2/28/15,9/2/15,22,USD,19097.74,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,305.52,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,123.3,13.37,442.18
2/28/15,10/2/15,17,USD,18226.93,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,328.06,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,78.92,10.33,417.3
2/28/15,10/2/15,1,USD,118.65,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,2.38,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,0.6,0.61,3.59
2/28/15,11/2/15,2,USD,2269,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,40.85,  ZS9,424469,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,9.9,1.22,51.96
2/28/15,11/2/15,41,USD,36006.09,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,576.14,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,155.81,24.91,756.86
2/28/15,11/2/15,18,USD,16256.46,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,320.29,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,70.39,10.94,401.62
2/28/15,11/2/15,1,USD,-210,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-3.37,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-1.26,0.61,-4.02
2/28/15,11/2/15,21,USD,20990.72,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,335.88,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,135.51,12.76,484.14
2/28/15,12/2/15,1,USD,84.75,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,1.36,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,0.45,0.61,2.42
2/28/15,12/2/15,7,USD,-5420.57,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-86.74,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-23.36,4.25,-105.85
2/28/15,12/2/15,3,USD,4906.58,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,97.15,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,31.75,1.82,130.72
2/28/15,12/2/15,46,USD,35459.85,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,567.4,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,153.45,27.95,748.79
2/28/15,13/02/2015,11,USD,16107.89,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,297.99,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,104.01,6.68,408.68
2/28/15,13/02/2015,1,USD,3650,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,72.26,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,23.64,0.61,96.51
2/28/15,20/02/2015,18,USD,12316.26,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,197.06,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,79.55,10.94,287.54
2/28/15,22/02/2015,1,USD,-300,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-5.4,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,-1.21,0.61,-6
2/28/15,22/02/2015,5,USD,-1471,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-26.46,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-6.28,3.04,-29.7
