Month,Posting Date,No Of Trans,Settlement Currency,Settlement Amount,Terminal Capability,Clearing Service,Payment Product,Fee Tier,Region,Fee %,Base,Fee Maximum,Comm. Amt,FPI,Acquirer BIN/ICA,Geographical Location,Fee No.,CardType,Region,Assessments,Service Charge,Total Fees
2/28/15,3/2/15,14,USD,7573.22,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,121.17,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,48.95,8.51,178.63
2/28/15,3/2/15,9,USD,17925.37,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,353.13,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,77.61,5.47,436.21
2/28/15,4/2/15,1,USD,1068.5,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,21.37,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,4.71,0.61,26.68
2/28/15,4/2/15,20,USD,15877.71,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,285.84,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,68.76,12.15,366.75
2/28/15,4/2/15,4,USD,-1608.9,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-31.71,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-6.87,2.43,-36.15
2/28/15,4/2/15,10,USD,8351.51,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,154.51,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,53.97,6.08,214.56
2/28/15,4/2/15,9,USD,16431.5,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,323.7,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,71.15,5.47,400.32
2/28/15,5/2/15,1,USD,795,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,15.66,  18B,424469,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,3.52,0.61,19.79
2/28/15,5/2/15,5,USD,5317.48,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,95.73,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,23.08,3.04,121.85
2/28/15,5/2/15,1,USD,-300,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-5.39,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,-1.21,0.61,-5.99
2/28/15,6/2/15,15,USD,13701.69,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,269.92,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,59.35,9.11,338.38
2/28/15,6/2/15,2,USD,854,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,16.91,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,5.6,1.22,23.73
2/28/15,10/2/15,47,USD,27645.36,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,442.4,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,119.65,28.55,590.6
2/28/15,10/2/15,13,USD,10001.35,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,197.04,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,43.34,7.9,248.28
2/28/15,9/2/15,2,USD,1263,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,25.28,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,5.55,1.22,32.04
2/28/15,9/2/15,1,USD,250,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - MASTER,2,USD 0.0000,0,5,  E38,4441,Inter-Regional - Foreign - MASTER,9007931699,Credit,Rest,1.71,0.61,7.32
2/28/15,11/2/15,2,USD,951.72,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,18.75,  19B,424469,Inter-Regional - Foreign - REST,5776115699,Credit,Rest,4.2,1.22,24.17
2/28/15,11/2/15,1,USD,453,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,9.06,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,3.02,0.61,12.69
2/28/15,12/2/15,1,USD,-592.74,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-11.86,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-2.48,0.61,-13.73
2/28/15,13/02/2015,8,USD,-2628.56,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-42.03,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-11.28,4.86,-48.45
2/28/15,13/02/2015,25,USD,24832.9,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,447.03,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,107.49,15.19,569.71
2/28/15,13/02/2015,2,USD,2340.22,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,46.81,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,10.21,1.22,58.23
2/28/15,15/02/2015,9,USD,12274.79,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,227.09,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,79.28,5.47,311.84
2/28/15,15/02/2015,4,USD,4045.56,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,80.9,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,17.58,2.43,100.91
2/28/15,15/02/2015,21,USD,20805.46,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,409.92,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,90.07,12.76,512.75
2/28/15,16/02/2015,12,USD,11928.25,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,190.87,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,77.04,7.29,275.2
2/28/15,17/02/2015,2,USD,3900,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - REST,2,USD 0.0000,0,78.01,  O66,424469,Inter-Regional - Foreign - REST,9332022899,Credit,Rest,16.95,1.22,96.18
2/28/15,17/02/2015,63,USD,48748.96,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,780.08,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,210.92,38.27,"1,029.28"
2/28/15,18/02/2015,1,USD,-600,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,-12,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,-2.51,0.61,-13.9
2/28/15,18/02/2015,2,USD,-372.08,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,-5.94,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,-2.3,1.22,-7.03
2/28/15,19/02/2015,2,USD,1727.13,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,31.94,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,11.24,1.22,44.39
2/28/15,19/02/2015,5,USD,-1950,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-31.23,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-12.48,3.04,-40.68
2/28/15,19/02/2015,1,USD,660,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,13.21,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,4.35,0.61,18.17
2/28/15,20/02/2015,4,USD,-900,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-17.73,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-3.81,2.43,-19.11
2/28/15,20/02/2015,19,USD,40937.42,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,806.49,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,177.14,11.54,995.17
2/28/15,20/02/2015,12,USD,-3109.97,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-49.73,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-13.37,7.29,-55.81
2/28/15,22/02/2015,22,USD,23094.56,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,427.3,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,149.08,13.37,589.74
2/28/15,22/02/2015,3,USD,-837,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-16.74,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-3.53,1.82,-18.45
2/28/15,22/02/2015,9,USD,-5103.37,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-81.65,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-32.83,5.47,-109.01
2/28/15,23/02/2015,1,USD,173.74,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,3.42,  19B,424469,Inter-Regional - Foreign - REST,5776115699,Credit,Rest,0.84,0.61,4.86
2/28/15,23/02/2015,1,USD,875,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,16.19,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,5.74,0.61,22.54
2/28/15,24/02/2015,1,USD,-300,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,-4.81,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,-1.84,0.61,-6.04
2/28/15,24/02/2015,15,USD,18724.28,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,368.89,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,81.07,9.11,459.07
2/28/15,25/02/2015,9,USD,6841.91,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,109.48,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,44.23,5.47,159.18
2/28/15,25/02/2015,3,USD,-730,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-13.53,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-4.61,1.82,-16.32
2/28/15,26/02/2015,1,USD,-200,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-4,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-0.78,0.61,-4.17
2/28/15,26/02/2015,2,USD,-500,"""eCommerce""",Clr VISA Int.,Cl-Visa Signatur Bus,General,Foreign - REST,2,USD 0.0000,0,-10,  O68,424469,Inter-Regional - Foreign - REST,500019030,Credit,Rest,-2.08,1.22,-10.86
2/28/15,27/02/2015,3,USD,5924.25,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,118.49,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,25.71,1.82,146.02
2/28/15,27/02/2015,5,USD,-2200,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-43.37,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-9.43,3.04,-49.76
2/28/15,27/02/2015,8,USD,5580.15,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,89.29,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,36.09,4.86,130.24
2/28/15,1/2/15,1,USD,-200,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,-3.2,  O18,424469,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,-0.78,0.61,-3.37
2/28/15,2/2/15,1,USD,4659.94,"""eCommerce""",Clr Mastercard Int,Cl - MC Bus World,General/Prm,Foreign - MASTER,2,USD 0.0000,0,93.2,  Y97,4441,Inter-Regional - Foreign - MASTER,5236017099,Credit,Rest,30.16,0.61,123.96
2/28/15,2/2/15,1,USD,500,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,9.9,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,3.32,0.61,13.83
2/28/15,2/2/15,8,USD,8117.14,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,150.16,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,52.46,4.86,207.48
2/28/15,3/2/15,8,USD,15214.69,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,273.86,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,65.89,4.86,344.61
2/28/15,3/2/15,1,USD,-200,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,-3.96,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,-1.19,0.61,-4.55
2/28/15,3/2/15,17,USD,-4650.78,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-74.46,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-20.03,10.33,-84.16
2/28/15,4/2/15,3,USD,6120.54,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,122.42,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,26.56,1.82,150.8
2/28/15,4/2/15,1,USD,787.09,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,14.57,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,5.17,0.61,20.35
2/28/15,4/2/15,8,USD,7589.87,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,121.45,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,49.06,4.86,175.37
2/28/15,5/2/15,4,USD,-1317.04,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-21.1,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-8.4,2.43,-27.07
2/28/15,5/2/15,4,USD,4576.75,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,91.54,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,29.62,2.43,123.59
2/28/15,5/2/15,17,USD,-12534.89,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-200.65,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-54.13,10.33,-244.45
2/28/15,5/2/15,2,USD,1925.95,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,38.52,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,8.42,1.22,48.15
2/28/15,5/2/15,1,USD,-470,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - REST,2,USD 0.0000,0,-9.4,  O66,424469,Inter-Regional - Foreign - REST,9332022899,Credit,Rest,-1.95,0.61,-10.74
2/28/15,6/2/15,3,USD,3923.58,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,72.59,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,25.41,1.82,99.82
2/28/15,6/2/15,1,USD,-50,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-0.93,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,-0.23,0.61,-0.55
2/28/15,6/2/15,4,USD,5159.03,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,92.87,  ZT1,424469,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,22.4,2.43,117.7
2/28/15,6/2/15,1,USD,-275,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,-5.51,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,-1.68,0.61,-6.58
2/28/15,6/2/15,3,USD,-1100,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-17.61,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-4.67,1.82,-20.46
2/28/15,8/2/15,4,USD,-1300,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-23.39,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-5.54,2.43,-26.5
2/28/15,8/2/15,1,USD,-300,"""eCommerce""",Clr Mastercard Int,Cl - MC Bus W Elite,General/Prm,Foreign - MASTER,2,USD 0.0000,0,-6.01,  Y97,4441,Inter-Regional - Foreign - MASTER,5236017199,Credit,Rest,-1.84,0.61,-7.24
2/28/15,8/2/15,26,USD,21258.03,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,340.1,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,137.23,15.8,493.13
2/28/15,8/2/15,1,USD,1126.02,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,22.29,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,7.36,0.61,30.26
2/28/15,10/2/15,14,USD,11337.38,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,181.4,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,73.23,8.51,263.14
2/28/15,10/2/15,1,USD,200,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - MASTER,1.6,USD 0.0000,0,3.2,  E18,4441,Inter-Regional - Foreign - MASTER,9003923699,Credit,Rest,1.39,0.61,5.19
2/28/15,13/02/2015,15,USD,22389.09,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,441.06,  22B,424469,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,96.92,9.11,547.09
2/28/15,15/02/2015,14,USD,-5270,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-84.33,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-22.71,8.51,-98.53
2/28/15,15/02/2015,2,USD,1163.83,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,23.27,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,7.6,1.22,32.09
2/28/15,15/02/2015,7,USD,-11732,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-211.19,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-50.66,4.25,-257.59
2/28/15,15/02/2015,4,USD,-1550,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,-24.82,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,-9.9,2.43,-32.29
2/28/15,15/02/2015,2,USD,-775,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-13.96,  ZS9,424469,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,-3.27,1.22,-16.01
2/28/15,15/02/2015,2,USD,180,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,3.56,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,1.26,1.22,6.03
2/28/15,17/02/2015,10,USD,6116.62,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,97.9,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,39.55,6.08,143.53
2/28/15,17/02/2015,11,USD,6700.53,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,123.96,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,43.32,6.68,173.96
2/28/15,17/02/2015,14,USD,13628.61,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,218.06,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,88.01,8.51,314.58
2/28/15,17/02/2015,1,USD,3226.1,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,63.87,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,20.91,0.61,85.38
2/28/15,18/02/2015,1,USD,-300,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-5.91,  18B,424469,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,-1.21,0.61,-6.51
2/28/15,18/02/2015,7,USD,-3180.18,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-50.89,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-13.67,4.25,-60.31
2/28/15,18/02/2015,2,USD,-450,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-7.19,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-2.81,1.22,-8.78
2/28/15,19/02/2015,7,USD,9430.62,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,150.89,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,60.93,4.25,216.08
2/28/15,19/02/2015,6,USD,4833.57,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,96.69,  O68,424469,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,20.99,3.65,121.33
2/28/15,19/02/2015,6,USD,-5967.84,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-107.41,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-25.73,3.65,-129.49
2/28/15,20/02/2015,24,USD,23732.82,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,427.19,  17B,424469,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,102.73,14.58,544.5
2/28/15,20/02/2015,1,USD,-500,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,-9.91,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,-3.13,0.61,-12.43
2/28/15,20/02/2015,1,USD,-300,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,-4.8,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,-1.84,0.61,-6.03
2/28/15,20/02/2015,1,USD,750.75,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,15.01,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,4.94,0.61,20.56
2/28/15,22/02/2015,22,USD,19066.19,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,305.09,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,123.09,13.37,441.55
2/28/15,22/02/2015,3,USD,-600,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-11.11,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-3.77,1.82,-13.06
2/28/15,23/02/2015,10,USD,11979.93,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,221.64,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,77.38,6.08,305.09
2/28/15,23/02/2015,1,USD,-300,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - REST,2,USD 0.0000,0,-6,  O66,424469,Inter-Regional - Foreign - REST,9332022899,Credit,Rest,-1.21,0.61,-6.6
2/28/15,23/02/2015,62,USD,44569.25,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,713.15,  O18,424469,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,192.85,37.67,943.66
2/28/15,24/02/2015,3,USD,1543.6,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,30.89,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,10.05,1.82,42.77
